IP:PORT, LOSS, DELAY
188.114.97.100:1070,0.00%,223 ms
188.114.99.98:1843,0.00%,223 ms
188.114.97.106:8742,0.00%,223 ms
188.114.97.34:3854,0.00%,223 ms
188.114.97.196:955,0.00%,223 ms
188.114.96.73:3138,0.00%,223 ms
188.114.96.81:5956,0.00%,223 ms
188.114.99.146:859,0.00%,223 ms
188.114.99.209:7156,0.00%,223 ms
188.114.98.181:854,0.00%,223 ms
188.114.99.39:943,0.00%,223 ms
188.114.99.243:1010,0.00%,223 ms
188.114.97.91:894,0.00%,223 ms
188.114.96.209:2506,0.00%,223 ms
188.114.99.93:1843,0.00%,223 ms
188.114.97.163:2371,0.00%,223 ms
188.114.96.95:3476,0.00%,223 ms
188.114.96.108:8742,0.00%,223 ms
188.114.96.97:8742,0.00%,223 ms
188.114.97.204:955,0.00%,223 ms
188.114.97.69:1074,0.00%,223 ms
188.114.96.106:3476,0.00%,223 ms
188.114.97.249:1074,0.00%,223 ms
188.114.96.13:988,0.00%,223 ms
188.114.96.150:8742,0.00%,223 ms
188.114.98.254:903,0.00%,223 ms
188.114.98.110:1387,0.00%,223 ms
188.114.98.179:854,0.00%,223 ms
188.114.97.203:955,0.00%,223 ms
188.114.96.190:1010,0.00%,223 ms
188.114.97.175:7281,0.00%,223 ms
188.114.97.240:1180,0.00%,223 ms
188.114.99.174:7152,0.00%,223 ms
188.114.96.240:7156,0.00%,223 ms
188.114.97.38:3854,0.00%,223 ms
188.114.96.50:1387,0.00%,223 ms
188.114.98.136:7103,0.00%,223 ms
188.114.98.158:4177,0.00%,223 ms
188.114.99.61:2506,0.00%,223 ms
188.114.96.246:3854,0.00%,223 ms
188.114.99.9:3138,0.00%,223 ms
188.114.98.25:7152,0.00%,223 ms
188.114.99.205:968,0.00%,223 ms
188.114.96.130:5956,0.00%,223 ms
188.114.96.197:8886,0.00%,223 ms
188.114.99.248:4233,0.00%,223 ms
188.114.96.18:943,0.00%,223 ms
188.114.99.87:1843,0.00%,223 ms
188.114.97.154:2371,0.00%,223 ms
188.114.96.28:943,0.00%,223 ms
188.114.96.41:943,0.00%,223 ms
188.114.96.174:4177,0.00%,223 ms
188.114.96.192:1010,0.00%,223 ms
188.114.98.246:903,0.00%,223 ms
188.114.97.25:2371,0.00%,223 ms
188.114.98.107:1843,0.00%,223 ms
188.114.96.95:8742,0.00%,223 ms
188.114.96.97:3476,0.00%,223 ms
188.114.98.21:7152,0.00%,223 ms
188.114.98.228:1014,0.00%,223 ms
188.114.98.167:987,0.00%,223 ms
188.114.98.81:8886,0.00%,223 ms
188.114.99.90:903,0.00%,223 ms
188.114.99.250:7103,0.00%,223 ms
188.114.97.238:1180,0.00%,223 ms
188.114.96.85:1843,0.00%,223 ms
188.114.98.143:7156,0.00%,223 ms
188.114.99.102:903,0.00%,223 ms
188.114.99.38:943,0.00%,223 ms
188.114.99.102:1843,0.00%,223 ms
188.114.97.204:5279,0.00%,223 ms
188.114.98.54:3581,0.00%,223 ms
188.114.97.76:894,0.00%,223 ms
188.114.97.206:5279,0.00%,223 ms
188.114.96.128:945,0.00%,223 ms
188.114.97.217:908,0.00%,223 ms
188.114.96.145:8742,0.00%,223 ms
188.114.99.180:7152,0.00%,223 ms
188.114.99.227:1010,0.00%,223 ms
188.114.96.38:943,0.00%,223 ms
188.114.96.55:1387,0.00%,223 ms
188.114.96.47:1387,0.00%,223 ms
188.114.96.157:8854,0.00%,223 ms
188.114.96.190:4177,0.00%,223 ms
188.114.97.25:864,0.00%,223 ms
188.114.96.82:4500,0.00%,223 ms
188.114.99.6:3138,0.00%,223 ms
188.114.98.129:7156,0.00%,223 ms
188.114.97.168:2371,0.00%,223 ms
188.114.99.136:1701,0.00%,223 ms
188.114.99.122:878,0.00%,223 ms
188.114.98.15:1018,0.00%,223 ms
188.114.98.205:3581,0.00%,223 ms
188.114.99.222:1010,0.00%,223 ms
188.114.99.96:1843,0.00%,223 ms
188.114.97.162:1010,0.00%,223 ms
188.114.99.74:2506,0.00%,223 ms
188.114.96.79:3138,0.00%,223 ms
188.114.99.126:864,0.00%,223 ms
188.114.99.186:7152,0.00%,223 ms
188.114.97.239:1074,0.00%,223 ms
188.114.99.146:987,0.00%,223 ms
188.114.99.75:2506,0.00%,223 ms
188.114.97.227:908,0.00%,223 ms
188.114.96.99:3476,0.00%,223 ms
188.114.99.4:903,0.00%,223 ms
188.114.96.138:8742,0.00%,223 ms
188.114.99.212:968,0.00%,223 ms
188.114.96.237:7156,0.00%,223 ms
188.114.98.235:8319,0.00%,223 ms
188.114.99.66:2506,0.00%,223 ms
188.114.97.34:3138,0.00%,223 ms
188.114.99.38:8742,0.00%,223 ms
188.114.96.107:3476,0.00%,223 ms
188.114.98.203:3581,0.00%,223 ms
188.114.99.153:987,0.00%,223 ms
188.114.96.101:8742,0.00%,223 ms
188.114.96.215:8886,0.00%,223 ms
188.114.96.79:5956,0.00%,223 ms
188.114.97.131:4233,0.00%,223 ms
188.114.98.205:1387,0.00%,223 ms
188.114.97.233:908,0.00%,223 ms
188.114.98.50:1387,0.00%,224 ms
188.114.98.38:500,0.00%,224 ms
188.114.99.9:903,0.00%,224 ms
188.114.99.172:500,0.00%,224 ms
188.114.98.112:1387,0.00%,224 ms
188.114.96.236:864,0.00%,224 ms
188.114.97.39:3138,0.00%,224 ms
188.114.96.81:3138,0.00%,224 ms
188.114.98.53:3581,0.00%,224 ms
188.114.98.245:903,0.00%,224 ms
188.114.99.222:880,0.00%,224 ms
188.114.96.144:8742,0.00%,224 ms
188.114.98.191:854,0.00%,224 ms
188.114.96.146:7103,0.00%,224 ms
188.114.98.53:1701,0.00%,224 ms
188.114.97.118:934,0.00%,224 ms
188.114.99.144:864,0.00%,224 ms
188.114.97.107:1070,0.00%,224 ms
188.114.97.82:4198,0.00%,224 ms
188.114.96.130:945,0.00%,224 ms
188.114.97.82:894,0.00%,224 ms
188.114.96.185:1010,0.00%,224 ms
188.114.97.195:5279,0.00%,224 ms
188.114.97.35:3138,0.00%,224 ms
188.114.98.224:1014,0.00%,224 ms
188.114.98.12:7152,0.00%,224 ms
188.114.98.173:2506,0.00%,224 ms
188.114.99.16:946,0.00%,224 ms
188.114.96.70:3138,0.00%,224 ms
188.114.97.207:955,0.00%,224 ms
188.114.98.151:4177,0.00%,224 ms
188.114.96.171:4177,0.00%,224 ms
188.114.97.230:1070,0.00%,224 ms
188.114.96.58:3138,0.00%,224 ms
188.114.98.70:3581,0.00%,224 ms
188.114.97.157:1010,0.00%,224 ms
188.114.96.204:2506,0.00%,224 ms
188.114.98.55:3581,0.00%,224 ms
188.114.97.20:864,0.00%,224 ms
188.114.96.109:3476,0.00%,224 ms
188.114.97.155:1010,0.00%,224 ms
188.114.98.170:4177,0.00%,224 ms
188.114.98.245:3138,0.00%,224 ms
188.114.96.101:3476,0.00%,224 ms
188.114.97.226:908,0.00%,224 ms
188.114.99.126:1701,0.00%,224 ms
188.114.97.76:4198,0.00%,224 ms
188.114.99.153:859,0.00%,224 ms
188.114.96.38:934,0.00%,224 ms
188.114.97.118:1387,0.00%,224 ms
188.114.96.102:8742,0.00%,224 ms
188.114.98.199:1387,0.00%,224 ms
188.114.98.35:500,0.00%,224 ms
188.114.98.9:1018,0.00%,224 ms
188.114.98.168:4177,0.00%,224 ms
188.114.96.66:3138,0.00%,224 ms
188.114.97.32:864,0.00%,224 ms
188.114.98.144:7103,0.00%,224 ms
188.114.98.73:1701,0.00%,224 ms
188.114.96.36:943,0.00%,224 ms
188.114.96.55:7156,0.00%,224 ms
188.114.98.70:1701,0.00%,224 ms
188.114.98.246:3138,0.00%,224 ms
188.114.99.136:864,0.00%,224 ms
188.114.97.4:3854,0.00%,224 ms
188.114.99.172:7152,0.00%,224 ms
188.114.98.9:7152,0.00%,224 ms
188.114.99.224:880,0.00%,224 ms
188.114.98.180:2506,0.00%,224 ms
188.114.98.180:854,0.00%,224 ms
188.114.96.37:943,0.00%,224 ms
188.114.97.133:4233,0.00%,224 ms
188.114.98.38:1387,0.00%,224 ms
188.114.96.158:8854,0.00%,224 ms
188.114.97.44:3854,0.00%,224 ms
188.114.99.221:880,0.00%,224 ms
188.114.99.55:8742,0.00%,224 ms
188.114.97.151:880,0.00%,224 ms
188.114.97.31:2371,0.00%,224 ms
188.114.97.135:4233,0.00%,224 ms
188.114.98.217:3581,0.00%,224 ms
188.114.96.220:864,0.00%,224 ms
188.114.99.180:500,0.00%,224 ms
188.114.96.53:7156,0.00%,224 ms
188.114.98.102:1843,0.00%,224 ms
188.114.97.188:7281,0.00%,224 ms
188.114.97.196:5279,0.00%,225 ms
188.114.96.117:3476,0.00%,225 ms
188.114.97.182:7281,0.00%,225 ms
188.114.96.176:4177,0.00%,225 ms
188.114.97.24:864,0.00%,225 ms
188.114.99.215:7156,0.00%,225 ms
188.114.96.108:3476,0.00%,225 ms
188.114.96.224:864,0.00%,225 ms
188.114.98.227:1014,0.00%,225 ms
188.114.99.227:880,0.00%,225 ms
188.114.98.153:987,0.00%,225 ms
188.114.99.108:1002,0.00%,225 ms
188.114.98.100:1387,0.00%,225 ms
188.114.96.7:2506,0.00%,225 ms
188.114.98.92:8886,0.00%,225 ms
188.114.99.214:968,0.00%,225 ms
188.114.99.163:859,0.00%,225 ms
188.114.97.96:1070,0.00%,225 ms
188.114.97.5:3854,0.00%,225 ms
188.114.96.220:7156,0.00%,225 ms
188.114.97.173:7281,0.00%,225 ms
188.114.99.163:987,0.00%,225 ms
188.114.96.214:2506,0.00%,226 ms
188.114.97.160:1010,0.00%,227 ms
188.114.97.148:4233,0.00%,227 ms
188.114.97.135:880,0.00%,227 ms
188.114.97.178:7281,0.00%,228 ms
188.114.97.170:2371,0.00%,228 ms
188.114.98.152:4177,0.00%,228 ms
188.114.96.213:2506,0.00%,229 ms
188.114.99.127:1701,0.00%,230 ms
188.114.99.99:903,0.00%,232 ms
188.114.96.212:2506,0.00%,232 ms
162.159.195.143:908,10.00%,227 ms
162.159.192.190:942,10.00%,243 ms
162.159.192.212:928,10.00%,244 ms
162.159.192.82:1701,10.00%,246 ms
162.159.195.242:2506,10.00%,246 ms
162.159.195.30:8854,10.00%,253 ms
162.159.195.239:988,10.00%,256 ms
162.159.192.27:7103,10.00%,258 ms
162.159.195.195:1018,10.00%,259 ms
162.159.192.99:942,10.00%,259 ms
162.159.192.197:928,10.00%,259 ms
162.159.192.35:7103,10.00%,260 ms
162.159.192.234:1014,10.00%,260 ms
162.159.195.246:2506,10.00%,264 ms
162.159.192.228:3581,10.00%,270 ms
188.114.96.193:4177,10.00%,283 ms
188.114.96.188:1010,10.00%,284 ms
188.114.96.194:1010,10.00%,301 ms
162.159.193.185:3581,100.00%,1000 ms
162.159.193.237:939,100.00%,1000 ms
162.159.193.195:3138,100.00%,1000 ms
162.159.193.194:987,100.00%,1000 ms
162.159.193.196:3138,100.00%,1000 ms
162.159.193.194:3138,100.00%,1000 ms
162.159.193.193:4233,100.00%,1000 ms
162.159.193.193:945,100.00%,1000 ms
162.159.193.192:4233,100.00%,1000 ms
162.159.193.192:945,100.00%,1000 ms
162.159.193.191:945,100.00%,1000 ms
162.159.193.190:4233,100.00%,1000 ms
162.159.193.190:945,100.00%,1000 ms
162.159.193.196:987,100.00%,1000 ms
162.159.193.191:4233,100.00%,1000 ms
162.159.193.189:4233,100.00%,1000 ms
162.159.193.197:3854,100.00%,1000 ms
162.159.193.197:891,100.00%,1000 ms
162.159.193.198:3854,100.00%,1000 ms
162.159.193.189:945,100.00%,1000 ms
162.159.193.188:859,100.00%,1000 ms
162.159.193.188:928,100.00%,1000 ms
162.159.193.187:4177,100.00%,1000 ms
162.159.193.187:3581,100.00%,1000 ms
162.159.193.186:4177,100.00%,1000 ms
162.159.193.185:4177,100.00%,1000 ms
162.159.193.198:891,100.00%,1000 ms
162.159.193.186:3581,100.00%,1000 ms
162.159.193.202:908,100.00%,1000 ms
162.159.193.184:4177,100.00%,1000 ms
162.159.193.202:7559,100.00%,1000 ms
162.159.193.199:891,100.00%,1000 ms
162.159.193.205:908,100.00%,1000 ms
162.159.193.204:7559,100.00%,1000 ms
162.159.193.184:3581,100.00%,1000 ms
162.159.193.182:4177,100.00%,1000 ms
162.159.193.204:908,100.00%,1000 ms
162.159.193.183:4177,100.00%,1000 ms
162.159.193.183:3581,100.00%,1000 ms
162.159.193.182:3581,100.00%,1000 ms
162.159.193.181:4177,100.00%,1000 ms
162.159.193.181:3581,100.00%,1000 ms
162.159.193.180:4177,100.00%,1000 ms
162.159.193.179:3581,100.00%,1000 ms
162.159.193.178:3581,100.00%,1000 ms
162.159.193.205:7559,100.00%,1000 ms
162.159.193.180:3581,100.00%,1000 ms
162.159.193.179:4177,100.00%,1000 ms
162.159.193.177:4177,100.00%,1000 ms
162.159.193.178:4177,100.00%,1000 ms
162.159.193.199:3854,100.00%,1000 ms
162.159.193.177:3581,100.00%,1000 ms
162.159.193.175:4177,100.00%,1000 ms
162.159.193.176:4177,100.00%,1000 ms
162.159.193.176:3581,100.00%,1000 ms
162.159.193.175:3581,100.00%,1000 ms
162.159.193.200:7559,100.00%,1000 ms
162.159.193.174:3581,100.00%,1000 ms
162.159.193.200:908,100.00%,1000 ms
162.159.193.201:908,100.00%,1000 ms
162.159.193.173:4177,100.00%,1000 ms
162.159.193.174:4177,100.00%,1000 ms
162.159.193.173:3581,100.00%,1000 ms
188.114.98.42:500,100.00%,1000 ms
162.159.193.172:4177,100.00%,1000 ms
162.159.193.201:7559,100.00%,1000 ms
188.114.98.42:1387,100.00%,1000 ms
162.159.193.203:908,100.00%,1000 ms
162.159.193.172:3581,100.00%,1000 ms
162.159.193.203:7559,100.00%,1000 ms
162.159.193.171:3581,100.00%,1000 ms
162.159.193.206:7559,100.00%,1000 ms
162.159.193.206:908,100.00%,1000 ms
162.159.193.169:3581,100.00%,1000 ms
162.159.193.171:4177,100.00%,1000 ms
162.159.193.170:3581,100.00%,1000 ms
162.159.193.170:4177,100.00%,1000 ms
162.159.193.169:4177,100.00%,1000 ms
162.159.193.168:1014,100.00%,1000 ms
162.159.193.168:878,100.00%,1000 ms
162.159.193.208:7559,100.00%,1000 ms
162.159.193.167:878,100.00%,1000 ms
162.159.193.207:908,100.00%,1000 ms
162.159.193.166:1014,100.00%,1000 ms
162.159.193.207:7559,100.00%,1000 ms
162.159.193.167:1014,100.00%,1000 ms
162.159.193.165:1014,100.00%,1000 ms
162.159.193.165:878,100.00%,1000 ms
162.159.193.166:878,100.00%,1000 ms
162.159.193.164:878,100.00%,1000 ms
162.159.193.164:1014,100.00%,1000 ms
162.159.193.209:7559,100.00%,1000 ms
162.159.193.208:908,100.00%,1000 ms
162.159.193.163:1014,100.00%,1000 ms
162.159.193.162:1014,100.00%,1000 ms
162.159.193.209:908,100.00%,1000 ms
162.159.193.210:7559,100.00%,1000 ms
162.159.193.211:7559,100.00%,1000 ms
162.159.193.210:908,100.00%,1000 ms
162.159.193.211:908,100.00%,1000 ms
162.159.193.163:878,100.00%,1000 ms
162.159.193.162:878,100.00%,1000 ms
162.159.193.161:1014,100.00%,1000 ms
162.159.193.161:878,100.00%,1000 ms
162.159.193.160:1014,100.00%,1000 ms
162.159.193.160:878,100.00%,1000 ms
162.159.193.159:1014,100.00%,1000 ms
162.159.193.159:878,100.00%,1000 ms
162.159.193.158:1014,100.00%,1000 ms
162.159.193.157:1014,100.00%,1000 ms
162.159.193.158:878,100.00%,1000 ms
162.159.193.157:878,100.00%,1000 ms
162.159.193.156:1014,100.00%,1000 ms
162.159.193.212:908,100.00%,1000 ms
162.159.193.156:878,100.00%,1000 ms
162.159.193.155:1014,100.00%,1000 ms
162.159.193.149:859,100.00%,1000 ms
162.159.193.149:5279,100.00%,1000 ms
162.159.193.213:7559,100.00%,1000 ms
162.159.193.213:908,100.00%,1000 ms
162.159.193.150:878,100.00%,1000 ms
162.159.193.155:878,100.00%,1000 ms
162.159.193.152:878,100.00%,1000 ms
162.159.193.152:1014,100.00%,1000 ms
162.159.193.153:878,100.00%,1000 ms
162.159.193.212:7559,100.00%,1000 ms
162.159.193.150:1014,100.00%,1000 ms
162.159.193.214:908,100.00%,1000 ms
162.159.193.151:878,100.00%,1000 ms
162.159.193.214:7559,100.00%,1000 ms
162.159.193.153:1014,100.00%,1000 ms
162.159.193.154:1014,100.00%,1000 ms
162.159.193.151:1014,100.00%,1000 ms
162.159.193.215:7559,100.00%,1000 ms
162.159.193.216:939,100.00%,1000 ms
162.159.193.154:878,100.00%,1000 ms
162.159.193.148:859,100.00%,1000 ms
162.159.193.148:5279,100.00%,1000 ms
162.159.193.147:5279,100.00%,1000 ms
162.159.193.147:859,100.00%,1000 ms
162.159.193.215:908,100.00%,1000 ms
162.159.193.146:7156,100.00%,1000 ms
162.159.193.146:891,100.00%,1000 ms
162.159.193.145:891,100.00%,1000 ms
162.159.193.145:7156,100.00%,1000 ms
162.159.193.144:891,100.00%,1000 ms
162.159.193.144:7156,100.00%,1000 ms
162.159.193.143:2371,100.00%,1000 ms
162.159.193.143:939,100.00%,1000 ms
162.159.193.142:2371,100.00%,1000 ms
162.159.193.217:1010,100.00%,1000 ms
162.159.193.142:939,100.00%,1000 ms
162.159.193.140:939,100.00%,1000 ms
162.159.193.140:2371,100.00%,1000 ms
162.159.193.141:939,100.00%,1000 ms
162.159.193.141:2371,100.00%,1000 ms
162.159.193.139:2371,100.00%,1000 ms
162.159.193.138:1387,100.00%,1000 ms
162.159.193.138:854,100.00%,1000 ms
162.159.193.139:939,100.00%,1000 ms
162.159.193.137:854,100.00%,1000 ms
162.159.193.137:1387,100.00%,1000 ms
162.159.193.136:854,100.00%,1000 ms
162.159.193.135:854,100.00%,1000 ms
162.159.193.136:1387,100.00%,1000 ms
162.159.193.135:1387,100.00%,1000 ms
162.159.193.134:854,100.00%,1000 ms
162.159.193.134:1387,100.00%,1000 ms
162.159.193.133:1387,100.00%,1000 ms
162.159.193.133:854,100.00%,1000 ms
162.159.193.132:854,100.00%,1000 ms
162.159.193.132:1387,100.00%,1000 ms
162.159.193.131:854,100.00%,1000 ms
162.159.193.218:939,100.00%,1000 ms
162.159.193.131:1387,100.00%,1000 ms
162.159.193.130:854,100.00%,1000 ms
162.159.193.129:1387,100.00%,1000 ms
162.159.193.216:1010,100.00%,1000 ms
162.159.193.130:1387,100.00%,1000 ms
162.159.193.128:1387,100.00%,1000 ms
162.159.193.127:854,100.00%,1000 ms
162.159.193.128:854,100.00%,1000 ms
162.159.193.129:854,100.00%,1000 ms
162.159.193.127:1387,100.00%,1000 ms
162.159.193.125:854,100.00%,1000 ms
162.159.193.126:854,100.00%,1000 ms
162.159.193.126:1387,100.00%,1000 ms
162.159.193.125:1387,100.00%,1000 ms
162.159.193.124:854,100.00%,1000 ms
162.159.193.124:1387,100.00%,1000 ms
162.159.193.123:854,100.00%,1000 ms
162.159.193.123:1387,100.00%,1000 ms
162.159.193.217:939,100.00%,1000 ms
162.159.193.218:1010,100.00%,1000 ms
162.159.193.221:1010,100.00%,1000 ms
162.159.193.219:939,100.00%,1000 ms
162.159.193.122:987,100.00%,1000 ms
162.159.193.122:5956,100.00%,1000 ms
162.159.193.119:5956,100.00%,1000 ms
162.159.193.220:939,100.00%,1000 ms
162.159.193.120:987,100.00%,1000 ms
162.159.193.121:5956,100.00%,1000 ms
162.159.193.120:5956,100.00%,1000 ms
162.159.193.119:987,100.00%,1000 ms
162.159.193.121:987,100.00%,1000 ms
162.159.193.118:987,100.00%,1000 ms
162.159.193.116:987,100.00%,1000 ms
162.159.193.118:5956,100.00%,1000 ms
162.159.193.220:1010,100.00%,1000 ms
162.159.193.117:987,100.00%,1000 ms
162.159.193.117:5956,100.00%,1000 ms
162.159.193.219:1010,100.00%,1000 ms
162.159.193.115:5956,100.00%,1000 ms
162.159.193.221:939,100.00%,1000 ms
162.159.193.222:939,100.00%,1000 ms
162.159.193.223:939,100.00%,1000 ms
162.159.193.115:987,100.00%,1000 ms
162.159.193.116:5956,100.00%,1000 ms
162.159.193.114:987,100.00%,1000 ms
162.159.193.114:5956,100.00%,1000 ms
162.159.193.112:5956,100.00%,1000 ms
162.159.193.113:987,100.00%,1000 ms
162.159.193.222:1010,100.00%,1000 ms
162.159.193.113:5956,100.00%,1000 ms
162.159.193.112:987,100.00%,1000 ms
162.159.193.111:987,100.00%,1000 ms
162.159.193.110:987,100.00%,1000 ms
162.159.193.111:5956,100.00%,1000 ms
162.159.193.110:5956,100.00%,1000 ms
162.159.193.109:987,100.00%,1000 ms
162.159.193.109:5956,100.00%,1000 ms
162.159.193.108:987,100.00%,1000 ms
162.159.193.107:987,100.00%,1000 ms
162.159.193.108:5956,100.00%,1000 ms
162.159.193.224:1010,100.00%,1000 ms
162.159.193.223:1010,100.00%,1000 ms
162.159.193.107:5956,100.00%,1000 ms
162.159.193.106:987,100.00%,1000 ms
162.159.193.106:5956,100.00%,1000 ms
162.159.193.224:939,100.00%,1000 ms
162.159.193.99:4177,100.00%,1000 ms
162.159.193.102:5956,100.00%,1000 ms
162.159.193.102:987,100.00%,1000 ms
162.159.193.225:939,100.00%,1000 ms
162.159.193.103:987,100.00%,1000 ms
162.159.193.225:1010,100.00%,1000 ms
162.159.193.101:5956,100.00%,1000 ms
162.159.193.103:5956,100.00%,1000 ms
162.159.193.100:5956,100.00%,1000 ms
162.159.193.104:5956,100.00%,1000 ms
162.159.193.226:1010,100.00%,1000 ms
162.159.193.101:987,100.00%,1000 ms
162.159.193.100:987,100.00%,1000 ms
162.159.193.226:939,100.00%,1000 ms
162.159.193.104:987,100.00%,1000 ms
162.159.193.99:1018,100.00%,1000 ms
162.159.193.105:987,100.00%,1000 ms
162.159.193.105:5956,100.00%,1000 ms
162.159.193.98:1018,100.00%,1000 ms
162.159.193.98:4177,100.00%,1000 ms
162.159.193.97:1018,100.00%,1000 ms
162.159.193.97:4177,100.00%,1000 ms
162.159.193.227:939,100.00%,1000 ms
162.159.193.96:955,100.00%,1000 ms
162.159.193.230:939,100.00%,1000 ms
162.159.193.229:1010,100.00%,1000 ms
162.159.193.96:4198,100.00%,1000 ms
162.159.193.229:939,100.00%,1000 ms
162.159.193.228:939,100.00%,1000 ms
162.159.193.95:4198,100.00%,1000 ms
162.159.193.228:1010,100.00%,1000 ms
162.159.193.95:955,100.00%,1000 ms
162.159.193.94:4198,100.00%,1000 ms
162.159.193.227:1010,100.00%,1000 ms
162.159.193.94:955,100.00%,1000 ms
162.159.193.230:1010,100.00%,1000 ms
162.159.193.93:942,100.00%,1000 ms
162.159.193.93:1074,100.00%,1000 ms
162.159.193.92:942,100.00%,1000 ms
162.159.193.92:1074,100.00%,1000 ms
162.159.193.91:942,100.00%,1000 ms
162.159.193.91:1074,100.00%,1000 ms
162.159.193.90:942,100.00%,1000 ms
162.159.193.231:939,100.00%,1000 ms
162.159.193.90:1074,100.00%,1000 ms
162.159.193.89:942,100.00%,1000 ms
162.159.193.88:1701,100.00%,1000 ms
162.159.193.88:7103,100.00%,1000 ms
162.159.193.231:1010,100.00%,1000 ms
162.159.193.89:1074,100.00%,1000 ms
162.159.193.87:1701,100.00%,1000 ms
162.159.193.87:7103,100.00%,1000 ms
162.159.193.86:1701,100.00%,1000 ms
162.159.193.86:7103,100.00%,1000 ms
162.159.193.85:1701,100.00%,1000 ms
162.159.193.232:939,100.00%,1000 ms
162.159.193.85:7103,100.00%,1000 ms
162.159.193.233:1010,100.00%,1000 ms
162.159.193.233:939,100.00%,1000 ms
162.159.193.84:1701,100.00%,1000 ms
162.159.193.232:1010,100.00%,1000 ms
162.159.193.234:939,100.00%,1000 ms
162.159.193.234:1010,100.00%,1000 ms
162.159.193.84:7103,100.00%,1000 ms
162.159.193.235:939,100.00%,1000 ms
162.159.193.236:939,100.00%,1000 ms
162.159.193.235:1010,100.00%,1000 ms
162.159.193.83:7103,100.00%,1000 ms
162.159.193.82:1701,100.00%,1000 ms
162.159.193.83:1701,100.00%,1000 ms
162.159.193.82:7103,100.00%,1000 ms
162.159.193.81:1701,100.00%,1000 ms
162.159.193.236:1010,100.00%,1000 ms
162.159.193.195:987,100.00%,1000 ms
162.159.193.81:7103,100.00%,1000 ms
162.159.193.80:1701,100.00%,1000 ms
162.159.193.237:1010,100.00%,1000 ms
188.114.98.174:854,100.00%,1000 ms
162.159.193.79:1701,100.00%,1000 ms
188.114.98.174:2506,100.00%,1000 ms
162.159.193.79:7103,100.00%,1000 ms
162.159.193.80:7103,100.00%,1000 ms
162.159.193.78:1701,100.00%,1000 ms
162.159.193.78:7103,100.00%,1000 ms
162.159.193.77:1701,100.00%,1000 ms
162.159.193.77:7103,100.00%,1000 ms
162.159.193.76:1701,100.00%,1000 ms
162.159.193.76:7103,100.00%,1000 ms
162.159.193.75:1701,100.00%,1000 ms
188.114.98.178:2506,100.00%,1000 ms
188.114.98.178:854,100.00%,1000 ms
162.159.193.75:7103,100.00%,1000 ms
162.159.193.74:1180,100.00%,1000 ms
162.159.193.73:5279,100.00%,1000 ms
162.159.193.74:5279,100.00%,1000 ms
162.159.193.72:5279,100.00%,1000 ms
162.159.193.73:1180,100.00%,1000 ms
162.159.193.72:1180,100.00%,1000 ms
162.159.193.239:7156,100.00%,1000 ms
162.159.193.70:5279,100.00%,1000 ms
162.159.193.238:4233,100.00%,1000 ms
162.159.193.69:5279,100.00%,1000 ms
162.159.193.70:1180,100.00%,1000 ms
162.159.193.71:5279,100.00%,1000 ms
162.159.193.71:1180,100.00%,1000 ms
162.159.193.69:1180,100.00%,1000 ms
162.159.193.68:5279,100.00%,1000 ms
162.159.193.66:5279,100.00%,1000 ms
162.159.193.67:5279,100.00%,1000 ms
162.159.193.68:1180,100.00%,1000 ms
162.159.193.67:1180,100.00%,1000 ms
162.159.193.66:1180,100.00%,1000 ms
162.159.193.65:1180,100.00%,1000 ms
162.159.193.238:908,100.00%,1000 ms
162.159.193.65:5279,100.00%,1000 ms
162.159.193.239:4198,100.00%,1000 ms
162.159.193.64:5279,100.00%,1000 ms
162.159.193.64:1180,100.00%,1000 ms
162.159.193.241:7156,100.00%,1000 ms
162.159.193.63:1180,100.00%,1000 ms
162.159.193.240:7156,100.00%,1000 ms
162.159.193.240:4198,100.00%,1000 ms
162.159.193.241:4198,100.00%,1000 ms
162.159.193.62:5279,100.00%,1000 ms
162.159.193.242:7156,100.00%,1000 ms
162.159.193.242:4198,100.00%,1000 ms
162.159.193.63:5279,100.00%,1000 ms
162.159.193.243:7156,100.00%,1000 ms
162.159.193.62:1180,100.00%,1000 ms
162.159.193.243:4198,100.00%,1000 ms
162.159.193.61:5279,100.00%,1000 ms
162.159.193.244:987,100.00%,1000 ms
162.159.193.60:5279,100.00%,1000 ms
162.159.193.61:1180,100.00%,1000 ms
162.159.193.60:1180,100.00%,1000 ms
162.159.193.59:5279,100.00%,1000 ms
162.159.193.244:5279,100.00%,1000 ms
162.159.193.245:987,100.00%,1000 ms
162.159.193.59:1180,100.00%,1000 ms
162.159.193.58:5279,100.00%,1000 ms
162.159.193.58:1180,100.00%,1000 ms
162.159.193.245:5279,100.00%,1000 ms
162.159.193.57:5279,100.00%,1000 ms
162.159.193.246:987,100.00%,1000 ms
162.159.193.246:5279,100.00%,1000 ms
162.159.193.57:1180,100.00%,1000 ms
162.159.193.247:1018,100.00%,1000 ms
162.159.193.56:939,100.00%,1000 ms
162.159.193.56:7156,100.00%,1000 ms
162.159.193.247:945,100.00%,1000 ms
162.159.193.51:7156,100.00%,1000 ms
162.159.193.248:1018,100.00%,1000 ms
162.159.193.52:939,100.00%,1000 ms
162.159.193.50:7156,100.00%,1000 ms
162.159.193.55:939,100.00%,1000 ms
162.159.193.49:908,100.00%,1000 ms
162.159.193.54:7156,100.00%,1000 ms
162.159.193.54:939,100.00%,1000 ms
